chr1	9101	11400	Up	5.99387	.	chr1	10868	12369	DDX11L1	.	+
chr1	12201	13200	Up	1.50042	.	chr1	10868	12369	DDX11L1	.	+
chr1	179801	185000	Up	9.57392	.	chr1	181695	183196	DDX11L17	.	+
chr1	628401	635100	Down	inf	.	chr1	628061	629562	MTND1P23	.	+
chr1	628401	635100	Down	inf	.	chr1	628639	630140	MTND2P28	.	+
chr1	628401	635100	Down	inf	.	chr1	630073	631574	MTCO1P12	.	+
chr1	628401	635100	Down	inf	.	chr1	631756	633257	MTCO2P12	.	+
chr1	628401	635100	Down	inf	.	chr1	632534	634035	MTATP8P1	.	+
chr1	628401	635100	Down	inf	.	chr1	632695	634196	MTATP6P1	.	+
chr1	628401	635100	Down	inf	.	chr1	633375	634876	MTCO3P12	.	+
chr1	777101	778500	Up	2.69799	.	chr1	777625	779126	RP11-206L10.2	.	+
chr1	777101	778500	Up	2.69799	.	chr1	777746	779247	LINC01409	.	+
chr1	1232001	1234400	Up	inf	.	chr1	1231066	1232567	SDF4	.	+
chr1	1232001	1234400	Up	inf	.	chr1	1231236	1232737	B3GALT6	.	+
chr1	5666501	5669300	Up	3.17649	.	chr1	5667294	5668795	RP11-154H17.1	.	+
chr1	7951801	7953800	Up	6.8889	.	chr1	7953290	7954791	PARK7	.	+
chr1	7989401	7991700	Up	5.32258	.	chr1	7990133	7991634	CTA-215D11.6	.	+
chr1	9086501	9087500	Down	1.13437	.	chr1	9087477	9088978	SLC2A5	.	+
chr1	9538601	9539800	Up	5.70792	.	chr1	9538464	9539965	SLC25A33	.	+
chr1	10394401	10395600	Down	0.932027	.	chr1	10394415	10395916	RP4-736L20.5	.	+
chr1	12061201	12063700	Up	2.51122	.	chr1	12062302	12063803	TNFRSF8	.	+
chr1	13697501	13699900	Up	2.90809	.	chr1	13699197	13700698	PRDM2	.	+
chr1	15604001	15605000	Up	1.50042	.	chr1	15602625	15604126	RP4-680D5.2	.	+
chr1	15604001	15605000	Up	1.50042	.	chr1	15603596	15605097	CHCHD2P6	.	+
chr1	15836401	15838100	Up	1.39768	.	chr1	15835094	15836595	SPEN	.	+
chr1	16514701	16516900	Up	4.23346	.	chr1	16513284	16514785	RNU1-1	.	+
chr1	16532501	16537900	Up	inf	.	chr1	16534648	16536149	LINC01783	.	+
chr1	16612101	16615400	Up	4.10701	.	chr1	16612561	16614062	NBPF1	.	+
chr1	16644501	16651100	Up	inf	.	chr1	16644621	16646122	MST1P2	.	+
