chr1	16608101	16610200	peak_6_Up	0.33	.	chr1	16608561	16614062	NBPF1	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228607626	228613127	RNA5S2	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228609867	228615368	RNA5S3	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228614349	228619850	RNA5S5	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228616564	228622065	RNA5S6	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228625507	228631008	RNA5S10	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228627748	228633249	RNA5S11	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228629988	228635489	RNA5S12	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228632213	228637714	RNA5S13	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228638926	228644427	RNA5S16	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228641157	228646658	RNA5S17	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228605385	228610886	RNA5S1	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228618784	228624285	RNA5S7	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228621026	228626527	RNA5S8	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228634454	228639955	RNA5S14	.	+
chr1	228607901	228647200	peak_54_Up	0.39	.	chr1	228636685	228642186	RNA5S15	.	+
chr10	125892201	125893700	peak_96_Up	0.31	.	chr10	125891435	125896936	DHX32	.	+
chr10	125892201	125893700	peak_96_Up	0.31	.	chr10	125891563	125897064	FANK1	.	+
chr12	20551101	20552400	peak_141_Up	0.39	.	chr12	20546589	20552090	RP11-424C20.2	.	+
chr13	18200901	18205900	peak_171_Up	0.37	.	chr13	18202465	18207966	RP11-341D18.8	.	+
chr13	110614001	110615300	peak_177_Up	0.34	.	chr13	110610544	110616045	NAXD	.	+
chr15	20339301	20344900	peak_235_Up	0.34	.	chr15	20339735	20345236	RP11-509A17.3	.	+
chr18	105501	113400	peak_351_Up	0.35	.	chr18	104064	109565	ROCK1P1	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr18	23455101	23456200	peak_369_Down	-0.36	.	chr18	23451370	23456871	Y_RNA	.	+
chr20	29070501	29077600	peak_498_Up	0.36	.	chr20	29075389	29080890	FRG1DP	.	+
chr20	29077801	29083200	peak_499_Up	0.44	.	chr20	29075389	29080890	FRG1DP	.	+
chr20	29297301	29298300	peak_502_Up	0.39	.	chr20	29292245	29297746	5_8S_rRNA	.	+
chr20	29743701	29744700	peak_515_Up	0.46	.	chr20	29741180	29746681	CDC27P3	.	+
chr20	30372301	30374200	peak_526_Up	0.34	.	chr20	30372371	30377872	FRG1BP	.	+
chr21	10324701	10370300	peak_593_Up	0.33	.	chr21	10325731	10331232	EIF3FP1	.	+
chr22	15853701	15855100	peak_736_Up	0.51	.	chr22	15850242	15855743	TOMM40P2	.	+
chr5	34184801	34192700	peak_872_Up	0.39	.	chr5	34185055	34190556	RP11-1023L17.2	.	+
chr9	41058001	41059400	peak_1020_Up	0.36	.	chr9	41056289	41061790	RP11-87H9.5	.	+
chr9	62859601	62863000	peak_1052_Up	0.31	.	chr9	62859956	62865457	ADGRF5P1	.	+
chr9	63807201	63810400	peak_1057_Up	0.33	.	chr9	63809158	63814659	RP11-764K9.1	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	0	1077	MT-TF	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	0	1148	MT-RNR1	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	0	2171	MT-RNR2	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	0	3807	MT-ND1	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	0	4970	MT-ND2	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	728	6229	MT-TN	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	825	6326	MT-TC	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	890	6391	MT-TY	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	903	6404	MT-CO1	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	2585	8086	MT-CO2	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	3365	8866	MT-ATP8	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	3526	9027	MT-ATP6	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	4206	9707	MT-CO3	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	5058	10559	MT-ND3	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	5469	10970	MT-ND4L	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	5759	11260	MT-ND4	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	7336	12837	MT-ND5	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	9672	15173	MT-ND6	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	9741	15242	MT-TE	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	9746	15247	MT-CYB	.	+
chrM	1	16600	peak_1078_Up	0.36	.	chrM	11022	16523	MT-TP	.	+
