gene_id	gene_name	gene_chrom	gene_start	gene_end	logFC	AveExpr	t	P.Value	adj.P.Val	B	peak_chrom	peak_start	peak_end	peak_direction	peak_score	distance	num_peaks	num_up_peaks	num_down_peaks
ENSG00000000457	SCYL3	chr1	169849630	169894267	0.0690943560472004	4.1322479306861	0.785688066532311	0.436868478525654	0.999684918248377	-5.41648818936183	chr1	[169871501, 169895501]	[169872900, 169896800]	['Up', 'Up']	[1.48352, 1.68245]	[0, 1235]	2	2	0
ENSG00000000460	C1orf112	chr1	169662006	169854080	-0.136792680327489	2.13001939478113	-0.911336242450073	0.367800322285577	0.999684918248377	-5.10342850832446	chr1	[169653601, 169660501, 169667401, 169720901, 169735401, 169740201, 169757801, 169780401, 169840701]	[169654600, 169663200, 169669100, 169721900, 169736400, 169741300, 169758800, 169781400, 169842200]	['Up', 'Up', 'Up', 'Up', 'Down', 'Down', 'Up', 'Down', 'Down']	[2.24751, 3.37259, 2.33654, 1.90631, 1.10074, 1.26613, 1.21269, 0.910222, 0.661639]	[7407, 0, 0, 0, 0, 0, 0, 0, 0]	9	5	4
ENSG00000000938	FGR	chr1	27612063	27635185	-0.27297987049573	7.90291422739302	-1.8866606527388	0.0667790644073929	0.95376447403016	-4.07615431578423	chr1	[27639201]	[27640500]	['Down']	[1.97737]	[4017]	1	0	1
ENSG00000000971	CFH	chr1	196652042	196747504	0.918495932640885	2.79866173865662	3.28286689276752	0.0021941660553392	0.423569487676729	-1.49257626728635	chr1	[196642201, 196668901, 196683001, 196692201, 196693101, 196700401, 196712901, 196727901, 196732601, 196738101, 196745701, 196751601, 196756901]	[196643200, 196670200, 196684200, 196693500, 196694500, 196701800, 196714100, 196729700, 196733700, 196740000, 196746900, 196753500, 196759100]	['Down', 'Up', 'Down', 'Down', 'Up', 'Up', 'Down', 'Down', 'Up', 'Up', 'Up', 'Up', 'Down']	[1.69827, 2.58856, 1.2992, 0.557156, 1.06779, 1.76082, 0.9776, 2.03684, 1.43785, 3.41326, 1.02171, 2.20007, 3.14293]	[8843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4098, 9398]	13	7	6
ENSG00000001084	GCLC	chr6	53497340	53616970	0.0757712656849252	4.51387954819104	1.04573792839384	0.302216122221263	0.999684918248377	-5.22960940275239	chr6	[53473901, 53475301, 53477401, 53482401, 53545401, 53550701, 53578901, 53580601, 53583101, 53604501, 53616201]	[53474900, 53476500, 53478400, 53483400, 53546700, 53551900, 53580000, 53581600, 53584300, 53605500, 53618100]	['Up', 'Down', 'Down', 'Down', 'Up', 'Up', 'Up', 'Down', 'Up', 'Up', 'Up']	[2.24751, 0.707554, 2.57174, 1.69827, 1.92546, 2.12998, 0.93347, 1.10041, 1.55538, 1.32174, 3.11098]	[22441, 20841, 18941, 13941, 0, 0, 0, 0, 0, 0, 0]	11	7	4
ENSG00000001460	STPG1	chr1	24356998	24416934	0.315777042415089	1.48936432769218	2.47286111743057	0.0179382228873942	0.790085432180936	-3.11547103899564	chr1	[24395701, 24413901]	[24396900, 24415100]	['Down', 'Up']	[0.803527, 2.56986]	[0, 0]	2	1	1
ENSG00000001461	NIPAL3	chr1	24415801	24472976	0.164718390439752	5.63922054202602	1.71569213755541	0.0942725170986487	0.997306084398373	-4.43965510139529	chr1	[24460601, 24469901]	[24462400, 24471800]	['Down', 'Up']	[0.878461, 2.83116]	[0, 0]	2	1	1
ENSG00000001561	ENPP4	chr6	46129988	46146688	0.166357733166878	4.70787036278828	1.34341055340243	0.187019650767874	0.999684918248377	-4.92400163152383	chr6	[46147201]	[46148200]	['Down']	[1.52918]	[514]	1	0	1
ENSG00000001629	ANKIB1	chr7	92245973	92401383	0.0886369401715843	5.27654649735426	0.609650328144103	0.545681892247467	0.999684918248377	-5.57762311411387	chr7	[92266301, 92285701, 92295601, 92378601, 92381501, 92384401]	[92267400, 92286800, 92296900, 92381200, 92383000, 92385700]	['Up', 'Up', 'Down', 'Up', 'Up', 'Up']	[1.73842, 0.954401, 1.58583, 4.16848, 0.834351, 1.55538]	[0, 0, 0, 0, 0, 0]	6	5	1
ENSG00000001631	KRIT1	chr7	92198968	92246166	0.0795621954028247	3.3309401927754	0.361628658221538	0.719610587664614	0.999684918248377	-5.54938605407587	chr7	[92199701, 92203701, 92227101, 92232801]	[92201000, 92206300, 92229100, 92234100]	['Down', 'Up', 'Up', 'Down']	[0.638658, 4.56024, 2.15387, 0.896693]	[0, 0, 0, 0]	4	2	2
ENSG00000002587	HS3ST1	chr4	11393149	11429564	0.531058685454089	1.04771711674658	2.75694762324328	0.0088782866276115	0.6749225130103	-2.66295077857571	chr4	[11389701, 11398801]	[11391000, 11401600]	['Up', 'Up']	[1.02535, 5.22404]	[2150, 0]	2	2	0
ENSG00000002745	WNT16	chr7	121325366	121341104	0.671442125901474	1.03651136762474	2.47266169002925	0.0179468268516368	0.790085432180936	-3.13690068940537	chr7	[121341301]	[121342900]	['Up']	[1.62947]	[198]	1	1	0
ENSG00000002822	MAD1L1	chr7	1815792	2233243	-0.0200806802727436	2.31926561198414	-0.0733567616016061	0.94190276499638	0.999684918248377	-5.47021721513118	chr7	[1785201, 1787001, 1797801, 1799701, 1829401, 1835801, 1879901, 1887601, 1903701, 1922701, 1958701, 1967401, 2023701]	[1786500, 1788000, 1798900, 1800700, 1830600, 1836800, 1881200, 1888700, 1905800, 1923900, 1959700, 1969200, 2025500]	['Up', 'Up', 'Down', 'Up', 'Up', 'Up', 'Up', 'Up', 'Up', 'Up', 'Down', 'Up', 'Up']	[2.11262, 1.21269, 0.688111, 1.02171, 1.02171, 0.910222, 4.57549, 0.93347, 4.28033, 4.71305, 0.916172, 6.27215, 2.2244]	[29293, 27793, 16893, 15093, 0, 0, 0, 0, 0, 0, 0, 0, 0]	13	11	2
ENSG00000002933	TMEM176A	chr7	150800402	150805118	0.443372728371713	1.57023342995162	0.75354838830777	0.455713205851668	0.999684918248377	-5.14557319634929	chr7	[150812901]	[150813900]	['Up']	[1.32174]	[7784]	1	1	0
ENSG00000003147	ICA1	chr7	8113183	8262687	0.0453137305973675	0.846910489195692	0.284737393140828	0.777374355146275	0.999684918248377	-5.26003281077113	chr7	[8102801, 8111701, 8115201, 8163901, 8240801, 8243401, 8256901]	[8107400, 8114600, 8116300, 8165300, 8242100, 8244900, 8258700]	['Up', 'Up', 'Up', 'Up', 'Down', 'Down', 'Up']	[6.01057, 6.67193, 1.94382, 1.56943, 1.60388, 1.14956, 3.37437]	[5784, 0, 0, 0, 0, 0, 0]	7	5	2
ENSG00000003393	ALS2	chr2	201700266	201782112	-0.121609041447739	3.47854880943247	-0.716203538045678	0.478196071328959	0.999684918248377	-5.3986815998842	chr2	[201720401, 201736801, 201762301, 201766601]	[201721400, 201738000, 201763900, 201767800]	['Down', 'Down', 'Up', 'Down']	[1.26606, 1.50729, 3.77952, 1.01349]	[0, 0, 0, 0]	4	1	3
ENSG00000003400	CASP10	chr2	201182897	201229406	-0.187861012422664	5.8325889178753	-1.656012336008	0.105864689521768	0.999684918248377	-4.5207753064772	chr2	[201188801, 201224401, 201229201]	[201190100, 201225700, 201230400]	['Down', 'Down', 'Up']	[0.932027, 1.2992, 1.25824]	[0, 0, 0]	3	1	2
ENSG00000003402	CFLAR	chr2	201116153	201176687	-0.0904404805551451	7.77613502434259	-1.0596026189428	0.295940855063483	0.999684918248377	-5.08549028345871	chr2	[201133401, 201137101, 201141901, 201165401, 201172501]	[201134500, 201138900, 201143100, 201168400, 201173500]	['Up', 'Up', 'Down', 'Up', 'Down']	[0.773545, 4.79274, 1.13437, 5.84336, 0.972226]	[0, 0, 0, 0, 0]	5	3	2
ENSG00000003436	TFPI	chr2	187464229	187565760	-0.270452344165188	1.26469714990487	-0.982907541887012	0.331801632900743	0.999684918248377	-4.96195074356446	chr2	[187466401, 187470001, 187492301, 187508301, 187534401, 187536701, 187555601, 187562301, 187622301, 187624701, 187629701, 187636201]	[187467900, 187471000, 187493700, 187510200, 187535500, 187537900, 187558100, 187563600, 187623300, 187625700, 187631500, 187638300]	['Down', 'Up', 'Up', 'Down', 'Up', 'Down', 'Up', 'Up', 'Down', 'Down', 'Up', 'Up']	[3.59553, 1.12172, 1.80059, 2.01967, 1.22482, 1.03246, 10.0139, 1.91563, 1.06705, 1.25005, 2.85753, 3.07457]	[0, 0, 0, 0, 0, 0, 0, 0, 56542, 58942, 63942, 70442]	12	7	5
ENSG00000003987	MTMR7	chr8	17296793	17413528	0.13141764218753	1.11335290948343	0.752623537803817	0.45626243323874	0.999684918248377	-5.10050171551127	chr8	[17306901, 17350901, 17371501, 17386001, 17392801, 17395801, 17399301, 17430201, 17435301, 17439301]	[17308000, 17352500, 17372800, 17387300, 17394100, 17398700, 17400500, 17431800, 17436600, 17440900]	['Up', 'Up', 'Down', 'Up', 'Down', 'Up', 'Down', 'Up', 'Up', 'Up']	[1.35939, 1.65022, 1.3305, 1.27143, 0.571722, 5.70369, 1.26613, 2.2244, 2.0356, 0.998024]	[0, 0, 0, 0, 0, 0, 0, 16674, 21774, 25774]	10	7	3
ENSG00000004455	AK2	chr1	33007939	33080996	-0.010933037733178	6.29404863302644	-0.141403219822109	0.888290165505924	0.999684918248377	-5.70144078815097	chr1	[33032801, 33051001, 33061801]	[33034100, 33053000, 33063200]	['Down', 'Up', 'Up']	[1.8154, 6.38848, 1.73694]	[0, 0, 0]	3	2	1
ENSG00000004468	CD38	chr4	15778274	15853232	-0.104108083533303	4.38403987456751	-0.59513036390715	0.555245231092699	0.999684918248377	-5.55460723947566	chr4	[15780901, 15786201, 15789501, 15803101, 15832301, 15841101, 15845201, 15854201]	[15782900, 15787900, 15792100, 15804600, 15835000, 15842900, 15846900, 15855200]	['Up', 'Up', 'Up', 'Down', 'Up', 'Up', 'Down', 'Up']	[4.85147, 7.53142, inf, 1.90631, 2.32375, 2.46605, 0.842441, 1.02331]	[0, 0, 0, 0, 0, 0, 0, 970]	8	6	2
ENSG00000004487	KDM1A	chr1	23019442	23083689	0.0486568462011805	4.947039283481	0.711858153339748	0.480852500840404	0.999684918248377	-5.51156173341532	chr1	[23025101, 23041901]	[23026600, 23043500]	['Down', 'Up']	[1.31393, 1.22865]	[0, 0]	2	1	1
ENSG00000004534	RBM6	chr3	49940006	50100045	0.0549393564019987	6.32486751289559	0.202044021607762	0.840948221011719	0.999684918248377	-5.68967211592731	chr3	[49944501, 49952801, 49953401, 49956201, 49958601, 49974101, 49986401, 50025401, 50027801, 50080001, 50083901]	[49945500, 49953800, 49954800, 49957400, 49960100, 49975800, 49987600, 50026800, 50028800, 50081300, 50085600]	['Down', 'Up', 'Down', 'Down', 'Down', 'Down', 'Down', 'Down', 'Down', 'Down', 'Up']	[0.931436, 0.9776, 0.629454, 2.81801, 1.3987, 1.50125, 0.944057, 1.82079, 1.5035, 1.0448, inf]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	11	2	9
ENSG00000004766	VPS50	chr7	93232339	93361123	0.112619887789138	4.20385126020469	0.745981186692409	0.460218378834648	0.999684918248377	-5.44921766750321	chr7	[93277801, 93329601, 93337501, 93341601, 93344101, 93365701, 93372001]	[93278800, 93331300, 93338500, 93343600, 93346800, 93366700, 93373000]	['Down', 'Down', 'Down', 'Up', 'Up', 'Up', 'Up']	[2.4228, 1.15766, 0.910222, 2.76686, 1.70512, 1.02331, 1.90631]	[0, 0, 0, 0, 0, 4579, 10879]	7	4	3
ENSG00000004809	SLC22A16	chr6	110424686	110476641	-0.474123830100779	-0.818038193861138	-1.46084133323727	0.152188420406067	0.999684918248377	-4.43479170859576	chr6	[110440001, 110444501, 110448501, 110457501, 110460801, 110464601, 110465901, 110471601]	[110441000, 110445500, 110449600, 110459100, 110461800, 110465700, 110467400, 110474500]	['Up', 'Up', 'Up', 'Up', 'Up', 'Down', 'Down', 'Up']	[1.22482, 1.02331, 1.27521, 1.76082, 1.26606, 1.26613, 0.629454, 5.66697]	[0, 0, 0, 0, 0, 0, 0, 0]	8	6	2
ENSG00000004864	SLC25A13	chr7	96120219	96322147	-0.128990133447147	2.69999444645046	-0.704056125100035	0.485642952756039	0.999684918248377	-5.31136113528668	chr7	[96162101, 96163001, 96200601, 96211801, 96227701, 96230901, 96236101, 96242101, 96251101, 96258501, 96259901, 96262801, 96280001, 96285301, 96287501, 96298001, 96302401, 96322801]	[96163400, 96164400, 96202900, 96213000, 96230200, 96232000, 96237800, 96245200, 96252200, 96259700, 96260900, 96264500, 96281200, 96287200, 96289400, 96299000, 96303600, 96324200]	['Up', 'Down', 'Up', 'Up', 'Up', 'Up', 'Up', 'Up', 'Up', 'Down', 'Down', 'Up', 'Up', 'Up', 'Up', 'Up', 'Down', 'Up']	[1.56943, 0.736373, 2.6537, 2.88467, 6.7732, 1.3987, 1.77356, 7.11579, 0.93347, 0.825984, 0.9776, 2.2295, 1.41385, 2.12402, 3.88356, 1.9752, 1.44994, 1.07712]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 655]	18	14	4
ENSG00000004866	ST7	chr7	116953237	117230176	-0.24521299952389	2.84057092175246	-1.13945025828305	0.261568954686058	0.999684918248377	-4.9883889548372	chr7	[116965601, 116997301, 117003101, 117026401, 117030501, 117066001, 117100401, 117137001, 117156501, 117162701, 117200801, 117206601, 117209801, 117232301, 117239401]	[116966700, 116999300, 117004200, 117028100, 117032400, 117067000, 117101700, 117138000, 117157500, 117163700, 117202000, 117207600, 117210800, 117235100, 117240700]	['Down', 'Up', 'Up', 'Up', 'Down', 'Down', 'Down', 'Down', 'Up', 'Up', 'Down', 'Up', 'Up', 'Up', 'Up']	[1.20325, 9.92794, 1.2905, 0.793828, 2.23611, 0.910222, 0.872609, 4.63252, 1.02331, 1.12172, 1.55681, 2.31977, 2.905, 2.17934, 4.28033]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2126, 9226]	15	9	6
ENSG00000005020	SKAP2	chr7	26667067	26995239	-0.280339934296786	6.04402285106654	-2.01102021243945	0.0513771611624183	0.915611019148793	-3.96833009496794	chr7	[26677901, 26718101, 26742301, 26769001, 26796301, 26808801, 26819001, 26822201, 26827201, 26828001, 26833201, 26871501, 26932701, 26947101, 26953101, 26961401, 26968201, 26973201, 26978001, 26999201, 27000301]	[26679100, 26719300, 26743300, 26771300, 26798000, 26809900, 26821000, 26823200, 26828500, 26829600, 26834900, 26872500, 26935300, 26948100, 26954200, 26962400, 26970100, 26974900, 26979400, 27000200, 27002100]	['Down', 'Down', 'Down', 'Up', 'Up', 'Up', 'Down', 'Up', 'Down', 'Up', 'Down', 'Up', 'Down', 'Down', 'Down', 'Down', 'Down', 'Up', 'Down', 'Up', 'Up']	[1.26613, 0.944057, 1.69827, 4.41915, 1.13437, 1.06705, 1.92586, 1.06923, 0.803527, 0.941244, 1.56007, 0.9776, 2.54041, 1.03246, 0.998024, 1.69827, 1.69827, 1.21476, 1.3305, 1.21269, 3.06304]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3963, 5063]	21	9	12
